tweet,image_url,label
真的假 央视 员工 爆料 广西 惊现 帝王 局长   一个 吃 509 份底 保   O 网页 链接   ( 分享 ZAKER 安卓 手机 版 ) ,77c46fe3jw1e26zwa8abgj         ,1
三峡工程 实现 发电 收入 每年 200 多亿元 属于 中国 百姓 属于 国务院 三峡工程 水轮 发电机 已经 私有化 属于 长江 水利 股份 有限公司   三峡 主上 派 相关 部委 各级 官员 主要 工程 技术人员 持有 股份公司 原始股 也就是说 解决问题 全民 实现 收入 个人 ,9e2b1383tw1dwozy5d3cwj         ,1
一定 顶 ~   一定 零 中国 拍 金陵 十三 钗 小鬼子 票房 零 日本 拍 贞子 3D 月 12 日 中国 大陆 上映 月 12 日 南京大屠杀 纪念日 国难日 勿忘 国耻 中国 敢不敢   贞子 3D   月 12 日 票房 零   朋友   转起 转起 @ 汤耕车 田   @ 热笔 新   @ 阿西 蓝天 ,3fd5b45fjw1e2a2kln5apj         ,1
" 认为 银行存款 安全 … 民生银行 门口 太 恐怖 年底 买 理财产品 一定 多多 注意 国家 现在 规定 银行 破产 银行 破产 赔偿 客户 50 万 更 重要 理财产品 赔偿 广大客户 朋友 投资 需谨慎 懂得 分散 理财 , 保险法 银行法 了解  ",005KH3Rljw1emhju491oyj30qo0f041f         ,1
急 找 孩子 求转 求 帮忙   寻人 启有 线索 酬金 10 万   帮忙 扩散 今天上午 一个三岁 小女孩 锦绣 花园 小区 附近 拐走 小女孩 说出 爸爸 手机号码   监控 一个四十多岁 男人 抱 走 现 大人 急 疯   知情者 请告   万分 感谢   看到 信息 兄弟姐妹 留意 一下   联系人 宁继春 13940292999   看到 转转 ,ec88df8fjw1eqxeppke1cj20f00qowfh         ,1
國內 牙膏 大多 純   化 學 製 諸位 購買 時要 留意 一下 兒童長 期 使用 長 恐怕 癌症 結緣 綠色 : 純 天然 ／ 藍色 : 天然 + 藥物 ／ 紅色 : 天然 + 化學 成份 ／ 黑色 : 純化學 請 幫忙轉 這條 微博 功德 無量 ,4f0c1e27jw1e5e1ejo9wkj20hs0dcwfb         ,1
  调查 地沟油 记者 李翔 死     身中 10 余刀 惨死 全国 不能 吃 特供 十多亿 草泥马 食品安全 努力 付出 年轻 生命 请动 一下 鼠标 正义 转发   & nbsp ; & nbsp ; ,997a7118jw1e4gy58fmedj206o0880ss         ,1
" 选 牙膏 学问 ! 知道 赶紧 检查一下 家里 牙膏 , 黑色 条 赶紧 扔掉 ! 買 牙膏 請 留心 , 买 牙膏 时 注意 牙膏管 反面 底部 颜色 条 , 今天 知道 , 原来 颜色 条有 含义 ! 尽量 选择 绿色 蓝 , 共分 种 : 绿蓝红 黑 . 绿色 : 纯天然 ; 蓝色 : 天然 + 药物 ; 红色 : 天然 + 化学成分 ; 黑色 : 纯 化学 . 国内 牙膏 包括 儿童 牙膏 居然 大多 化学  ",675483ccgw1e4wgo9g39bj20hs0nwacv         ,1
特大 好消息 卖狗肉 违法   国家 食品药品 监督局 11 月 日 集中 受理 狗肉 馆 举报 举报电话 12331   ． 扩散 出去 爱 狗狗 爱 动物 养狗 爱 狗 请 果断 转发 [ 胜利 ] [ 胜利 ] [ 胜利 ] 「 微信 好友 转发 没来 验证 但愿 事实如此 」 狗 人类 朋友 下得 手 ,442fd772jw1ebdv4eyep2j20hs0daabu         ,1
# 塘沽 爆炸 真相 # 真相 往往 残忍 事实 真相 胡编乱造 国家 欠 一个 真相 ,005ZgyPIjw1ev1xvzmugzj30ez0qomyz 005ZgyPIjw1ev1xw1dmrej30er0m63zt 005ZgyPIjw1ev1xw2p8ooj30dc0hrmxt 005ZgyPIjw1ev1xw45o89j30ci0m6my6 005ZgyPIjw1ev1xw5dbswj30f00qoaax 005ZgyPIjw1ev1xw6xrflj30co0hrq3p 005ZgyPIjw1ev1xw88jdjj30ci0m6t9l 005ZgyPIjw1ev1xw952l0j30ci0m6wf5 005ZgyPIjw1ev1xwao9l6j30f00qojtt ,1
广电总局 2015 年 管令 & nbsp ; & nbsp ; 1.4 月 实施 限外 令 海外 电视剧 延迟 半年 播出 & nbsp ; & nbsp ; . 演员 名人 主持 养生 节目 & nbsp ; & nbsp ; 3.2015 年 一部 电视剧 两家 卫视 联播 & nbsp ; & nbsp ; 4.9 月 10 月底 间 必须 播 爱国主义 题材 反法西斯 题材   . 严打 婚外恋 一夜情 内容 & nbsp ; & nbsp ; . 青春校园 片 出现 早恋   不许 成功 & nbsp ; & nbsp ; . 建国 动物 不许 修炼 成精 ,bfa7a89ejw1enxudcmzjcj208c0b4mxt         ,1
交通 新规 2013 年 月 日 施行 : ① 闯红灯 记 分罚 100 元 ② 酒驾 年内 考取 驾照 ③ 不系 安全带 记 分罚 100 元 ④ 副 驾不系 安全带 记 分罚 50 元 ⑤ 行驶 中 拨打 手机 记 分罚 100 元 ⑥ 行驶 中 抽烟 记 分罚 100 元 ⑦ 有意 遮挡 号牌 记 12 分顶额 处罚 ⑧ 超速 驾驶 记 分 转 ~ ,65ed3b94jw1dy8aiaq79fj         ,1
紧急通知 妇幼保健 院 提示 请 不要 宝宝 喝 爽歪歪 添加剂 牛奶 饮料 告诉 家里 小孩 朋友 旺仔 牛奶 可口可乐 爽歪歪 娃哈哈 AD 钙奶 未来 星 QQ 星 美汁 源果 粒奶 优 菠萝 味 含有 肉毒 杆菌 现在 紧急 召回 孩子 转下 & nbsp ; & nbsp ; & nbsp ; 没有 孩子 请 友情 转转 以后 喝 白开水 ,005EPXhsjw1erwv2r8hytj30nq0hswg8         ,1
原来 真事   新闻 报道 岁 成都 男孩 划伤 宝马 宝马车 主打 小孩儿 耳光 奶奶 叫来 辆 奔驰 砸毁 宝马 爸爸 车 买下 砸烂 & nbsp ; & nbsp ; & nbsp ; & nbsp ; O 网页 链接 & nbsp ; & nbsp ; 更 精彩 @ 全球 搞 排行榜 ,8bed9298jw1dtwioh2wjuj         ,1
朋友 朋友 帮帮忙 谢谢 & nbsp ; & nbsp ; & nbsp ; & nbsp ; & nbsp ; 寻人启事   13836689002 线索 酬金 100 万   帮忙 扩散 今天上午 一个 多岁 小男孩 阳光 小区 附近 拐走 小男孩 说出 名字 … … 王鹤 监控 一个四十多岁 男人 抱 走 现 大人 急 疯   知情者 请告   万分 感谢   看到 信息 兄弟姐妹 留意 一下   联系人 汪永超 ～ ,e71b99a4jw1etdhcgg9hpj20dw0dwtar         ,1
妇幼保健 院 提示 请 不要 宝宝 喝 爽歪歪 添加剂 牛奶 饮料 告诉 家里 小孩 朋友 旺仔 牛奶 可口可乐 爽歪歪 娃哈哈 AD 钙奶 多美滋 雅培 美汁 源果 粒奶 优 菠萝 味 含有 肉毒 杆菌 现在 紧急 召回 孩子 转下 现在 食品 安全   2216 省道 ,0065maJZjw1er1dpctzj0j3096064wel         ,1
寻人启事   线索 酬金 10 万   帮忙 扩散 今天上午 一个三岁 小女孩 锦绣 花园 小区 附近 拐走 小女孩 说出 爸爸 手机号码   监控 一个四十多岁 男人 抱 走 现 大人 急 疯   知情者 请告   万分 感谢   看到 信息 兄弟姐妹 留意 一下   联系人 宁继春 13940292999 & nbsp ; & nbsp ; 帮忙 三秒 时间 转转 ,005RsC30jw1erb8n7sskyj30hs0nqdjh 005RsC30jw1erb8nm0qtdj30p018gags        ,1
# 热门 微博 娱乐 榜 #   陈柏霖 疑似 网传 吸毒 名单 C 男星 港媒 指出 大陆 警方 房祖名 口中 掌握 一份 120 位 艺人 涉嫌 吸毒 名单 更 锁定 位 C 姓 位 H 姓 男星 位 C 姓 男星 两岸 高 知名度 今日 房祖名 柯震东 铁三角 关系 @ 陳 柏霖   代言 商 发布 可控因素 取消 原定 见面会 活动 引起 网友 猜测 热议 ,97de207bgw1ejk6hxlb3wj20g70cqwgi         ,1
通知 遵义 朋友 一个 朋友 捡 一个 准考证 认识 通知 一下 姓名 白娅倩 考点 一中 考场 013 座 号 11 准考证号 204101311 联系电话 15935078941 耽误 孩子 高考 帮助 手留 余香 & nbsp ; & nbsp ; & nbsp ; & nbsp ; & nbsp ; & nbsp ; 必须 转   苏州 路 ,0067Kjapjw1essg5tqekzj30qo0f2401         ,1
鉴定 地沟油 炒菜 时放 一颗 剥皮 蒜头 ( 蒜子 ) 蒜子 黄曲霉素 敏感 蒜子 变 红色 地沟油 含有 大量 黄曲霉素 家里 油 放到 冰箱 里 小时 出现 白色 泡沫 地沟油 请 发出 爱心   转给 身边 滴 朋友 & nbsp ; & nbsp ; & nbsp ; ,6e6fedcejw1dyuwtk8y9oj         ,1
爆炸 周围 小区 全都 死 足足 死 一千多 天津 一千多 变成 85   O 天津 爆炸 遇难 人数 上升 85 ,78ed3187jw1ev33mdqf3jj20dc06odg5         ,1
新 地址 找到 今天 已经 衣物 捐出 希望 多多 行善 方便 捐赠 物资 感谢您 转发给 更多人 看到 四川 藏区 需要 10 岁 小孩 衣服 鞋子 新旧 限 洗 干净 地址 四川省 甘孜 藏族 石渠县 西区 长沙 贡马 乡 小学   邮编 627350   校长 达洼 15884044467   希望 孩子 一个 幸福 明天 ,6fd549e9jw1dy9zjmdegnj         ,1
见 鸡 做 炸鸡 哪敢 吃 ,629a8e9egw1dtf0koon8wj         ,1
110 证实 假 注意 紧急通知 家里 孩子   大人 看好 江苏省 1000 外地人   专偷 小孩 抢 小孩   苏州 丢 20 多个 解剖 拿走 器官 请 转发 拯救 一个 孩子 转发 一次 少 一个 孩子 被害 # 乞讨 儿童 ~ 人贩子 ~ 拐卖 ~ 打拐 ~ 孩子 回家 ## 随手 拍 拯救 拐卖儿童 ## 拐卖儿童 量刑 # 动起 手 ,005RdvfAjw1etj1ag6cydj30yi1pctyo         ,1
110 证实 假 紧急通知 家里 孩子   江苏省 1000 外地人   专偷 小孩 抢 小孩   苏州 丢 20 多个 解剖 拿走 器官 今天 学校 家长 开会 说 街上 转悠 家门口 楼下 走 面包车 收 粮食 车 收旧 家电 人带 黑 口罩 穿 黑 裤子 问路 千万别 停下 不要 理会 收到 传下 ,41b18a65jw1etj82a7p7cj20i20pnmxo         ,1
" 一定 亲们 知道 & nbsp ; & nbsp ; 買 牙膏 請 留心 , 买 牙膏 时 注意 牙膏管 反面 底部 颜色 条 , 今天 知道 原来 颜色 条有 含义 尽量 选择 绿色 蓝 共分 种 : 绿 蓝 红 黑 .   绿色 : 纯天然 没见   蓝色 : 天然 + 药物 安利 舒适 达   红色 : 天然 + 化学成分 高露洁   黑色 : 纯 化学 黑人  ",8d73fc4ajw1e4x5d53dnlj20hs0o041p         ,1
发表 博文 2015 年 10 月 26 日 今天 邵逸夫 先生 出殡 ... 一个 外国人 乔布斯 去世 中国 人铺 天卷 刷屏 邵逸夫 去世 没有 看见 有人 悼念 千百个 学校 教学楼 叫做 逸夫 教学楼 O2015 年 10 月 26 日 ,006dr3IGjw1exeizct39gj30j60fc3zp         ,1
# 新闻 # 80 吨 国库 黄金 下落不明   香港 动向 报道 财政部 央行 监察部 审计署 已经 成立 专案组 调查 存放 八个 省市 国库 黄金 储备 八十 吨 下落不明 列作 调查 山东 济南 三号 黄金 库 江西 南昌 五号 黄金 库 福建 三明 七号 黄金 库 O 网页 链接 ,64db13b0jw1dw5l19nqvlj         ,1
周孝正 98 年 三名 福建 工人 以色列 炸死 政府 找到 中国使馆 商议 赔偿 处理 后事 中 使馆 三名 工人 偷渡客 不予理睬 政府 对此 硬是 一查到底 不远万里 来到 福建 受害者 骨灰 交到 家属 手中 三名 受害者 各赔 七十 万美元 这批 钱 后来 政府 收 每人 十八万 税 （ 百度 ） ,005XUKjggw1ev5geb4qbgj309q0bdq3b         ,1
一位 徐敬 21 岁 女孩 速回 雅安 水城县 人民 医院 妈伤 严重 想见 最后 一面 爸 号码 151933483486 一名 中学生 周榆棍 17 岁 请 速回 平山县 医院 妈妈 伤 严重 想见 最后 一面 爸爸 号码 18332383039 爱心 接力   : 海淀 大街 ,6fe79e0fjw1e3wz5n7feuj20oo0hsaao         ,1
听说 微信 收费 信息 每条 分 语音 每条 毛 小马哥 没 顶住 工商 运营商 双重 施压 月 日起 正式 实施 时 微信 觉得 值得 转 起来 ,bef7e6f9jw1e3lltk7z57j         ,1
# 速度 激情 男主角 去世 # 活着 奇迹   # 速度 激情 男主角 去世 ,4a2969a5jw1eb58p68hpuj20f40qomyz         ,1
@ 李开复 : / / @ 袁裕来 律师 : 转发   @ 雅安 寻人 & nbsp ; & nbsp ; # 雅安 寻人 # @ BULE - H 打扰 一下 帮忙 转发 一下 一名 中学生 周榆棍 17 岁 请 速回 平山县 医院 妈妈 伤 严重 想见 最后 一面 爸爸 号码 18332383039 爱心 接力 好人 报 & nbsp ; & nbsp ; & nbsp ; 博 ,66efea0cjw1e3vtfu6diij209q09qjrj         ,1
1994 年 中 美 入世 谈判 艰难 时刻 美方 突然 中方 提出 全世界 实行 双休日 今天 中国 必须 尊重人权 中国 双休日 一项 入世 条件 1995 年 月 日起 我国 实行 双休日 工作制 到底 应该 感谢 ,7cacc29djw1e7qxdawx9lj20c80ia0v5         ,1
尼玛 只恨 老子 没有 生在 年代 ,6a86bcb7jw1dtnk4qrddwj         ,1
学校 需要 小孩 衣服 新旧 限   四川 藏族 地区 世界 海拔 最高 地区 请问 周围 有没有 四到 十岁 孩子 旧衣服 鞋子 洗 干净 小朋友 衣服 少 捐 人少 岁数 孩子 缺 衣服   地址 甘孜藏族自治州 石渠县 西区 长沙 贡马 乡 小学   邮编 627350   校长 达洼 18923491809   请 转贴 ,6927f38fjw1dycdzch5jyj         ,1
李 天一 律师 首个 施暴 不算 轮奸 李 双江 之子 李 天一 涉嫌 强奸罪 日 批捕 李 76 律师团 领队 法律 大学 副校长 张 爱国 教授 媒体 表示 李 天一 因是 第一个 被害 女子 发生 关系 构成 轮奸 罪 判罚 较轻 强奸罪 批捕 这是 律师团 成员 共同努力 ,476b66c1jw1e2k9uh356qj         ,1
说个 笑话 话 说 MH370 航班 黑匣子 探测 落 南太平洋 4000 米 6000 米 深 海沟 号称 下潜 7000 米 蛟龙 号 官方 微博 @ 蛟龙 深潜   立刻 删光 之前 微博 亲 告诉 ,644fc345jw1efatw9rbidj20lg0f7abl         ,1
" 帮忙 转发 我校 需要 小孩 衣服 新旧 限   西藏阿里地区 世界 海拔 最高 地区 请问 周围 有没有 四到 十岁 孩子 旧衣服 鞋子 洗 干净 小朋友 衣服 少 捐 人少 岁数 孩子 缺 衣服   ,   合适 衣服 邮寄 地址 西藏阿里地区 札达县 曲松 乡 中心小学   邮编 857000 校长 旦曲 校长 18889073300  ",68db2195jw1errblxslsfj20qo0f0q6v         ,1
# 天津 塘沽 爆炸 #   CCAV 说谎 ,c7baaafajw1ev1c8gkr1sj20a103emxs c7baaafajw1ev1c8l10mdj20c808rjs3        ,1
驾驶证 新规 2013 年 月 日 施行 闯红灯 记 分 / 罚 100 元 酒驾 年内 考取 驾照 不系 安全带 记 分 / 罚 100 元 副 驾不系 安全带 记 分 / 罚 50 元 行驶 途中 拨打 手机 记 分 / 罚 100 元 行驶 途中 抽烟 记 分 / 罚 100 元 有意 遮挡 号牌 记 12 分 / 顶额 处罚 超速 驾驶 记 分 关注 @ 粤港澳 爆料 王 ,7ca40194jw1dxujub1prnj         ,1
昨日 温州 女 学生 跳楼 教育局 调查 原因 震惊   O 网页 链接 ,005IysR6jw1eqicz9ttz0j30go0gotby         ,1
兴趣 领养 狗 免费 有罗威 金毛 德牧 土狗 番 狗 呼和浩特市 七台河 马场 有个 杀狗场 捣毁 几百只 狗 无人 领养 安乐死 有要 领养 电话 13947860899 2014 年 月 日 截止 免费 领养 救救 可怜 狗狗 请 人类 朋友 献爱心   锡林郭勒 北路 ,9ae7665ajw1ejt4xlewj6j20qo0godhr         ,1
# 天津 塘沽 爆炸 # 这是 第一批 进去 战士 这是 真的 敬佩 钦佩 ,706b5e07jw1ev1wymchpfj20m80estb2         ,1
‘ ‘ '   快快 转发 急急 急 各位朋友 中央电视台 焦点访谈 已经 播出 务必 这条 信息 发给你 知道 群   可口可乐 承认 旗下 ( 果粒 橙 ) 含有 美国 禁用 农药 「 多菌灵 」 多菌灵 可致 脑麻痺 肝脏 腫瘤 癌症 包括 香港 正在 销售 （ 果粒 橙 ） ,89d0c623jw1e2l43sqg5nj         ,1
听说 腾讯 北分 银科 大厦 17 层 腾讯 微博 team 一个 同事 办公室 里 累倒 现在 具体 情况不明 谣传 说 不管怎么 说 干 互联网 兄弟 一定 珍惜 身体 ,6db7eecbtw1e2mrjq8nj4j         ,1
转自 搜狐 微博 對付 女 小贩 城管 採取 脫 褲維 穩法 月 日 惠州 惠城區 河南 岸上 馬 庄 启明 苑 门前 一幕 ,6a5703bajw1e6uuyddk6uj20c808udg5         ,1
调查 发现 易拉罐 细菌 马桶 妇女 喝 罐 饮料 送 进 医院 离开 世界 验尸 死于 於 细 螺旋体 病 追踪 喝 饮料 直接 用罐 嘴 饮用 实验 证明 罐头 受鼠 尿 感染 细 螺旋体 病毒 鼠尿 含有 毒性 物质 罐头 运输 过程 没有 清洗 喝 易拉罐 一定 吸管 请 转给 关心 朋友 推荐 关注 @ 女人 必懂 事 ,958c54ffjw1dymd01asmkj         ,1
联合国 公布 全球 国民素质 排行榜 ( 前十名 国家 )   日本   美国   法国   荷兰   瑞士   加拿大   澳大利亚   德国   俄罗斯 10   新西兰 ( 10 名 国家 ) 159 东蒂汶 160 斯里兰卡 161 墨西哥 162 朝鲜 163 乌克兰 164 泰国 165 刚果 166 阿富汗 167 中国 168 印度   备注 :   国民素质 118 项 综合 指标 考核 而來 ! & nbsp ; & nbsp ; & nbsp ; 　 　 ,d15bec29jw1ecnnqzz1uoj209l06yglq         ,1
日前 联合国 公布 本年度 全球 国民素质 道德 水平 排名 概念 综合 文化 素养 全民教育 经济 条件 身体素质 共 118 项 指标 排名 . 日本 . 美国 . 法国 . 荷兰 . 瑞士   . 加拿大 . 澳大利亚 . 德国 . 俄罗斯 10 .   新西兰 .. … 164 . 朝鲜 165 . 刚果 166 . 阿富汗 167 . 中国 168 . 印度 ,4093f510jw1eccdo4g8p5j20990dct9l         ,1
发表文章   O 美国 杨澜 遇到 厉害 屠 呦 呦 ,http://ww4.sinaimg.cn/bmiddle/c33c8507jw1ex4jan9sibj20u00i0go2         ,1
寻人启事   13940292999 线索 酬金 10 万   帮忙 扩散 今天上午 一个三岁 小女孩 锦绣 花园 小区 附近 拐走 小女孩 说出 爸爸 手机号码   监控 一个四十多岁 男人 抱 走 现 大人 急 疯   知情者 请告   万分 感谢   看到 信息 兄弟姐妹 留意 一下   联系人 宁继春 13940292999 ,9e5fab81jw1es1uz5pdnpj20f00qogmc         ,1
看看 富 二代 世界 亿万富翁 比尔盖茨 女儿 全身 没有 一个 明显 名牌 没有 开 豪华 跑车 没有 奢侈品 包包 没有 艳丽 浓妆 明媚 清晨 朝阳 真正 淑女 从不 炫耀 拥有 ,8414d5cfjw1dw7ffj7in8j         ,1
@ 半痴 探花 :   阿婆 厕所 捡 婴儿   计生 干部 查获 活活 摔死 15 日 下午 刘 阿婆 从乡 财政 厕所 粪便 中将 孩子 捞起 简单 清洗 剪 脐带 打针 消毒 处理 妥当 正给 孩子 水时 武汉 黄陂区 蔡店 乡 计生办 出现 夺走 孩子 掼 地上 脚踢 放 稻田 里 淹 引起 群众 公愤 弃婴 本是 村民 黄 求生 家 超生 子 · · · ,48fcafe7jw1dz3sncowumj         ,1
妇幼保健 院 提示 请 不要 宝宝 喝 爽歪歪 添加剂 牛奶 饮料 告诉 家里 小孩 朋友 旺仔 牛奶 可口可乐 爽歪歪 娃哈哈 AD 钙奶 多美滋 雅培 美汁 源果 粒奶 优 菠萝 味 含有 肉毒 杆菌 现在 紧急 召回 孩子 转下   & nbsp ; & nbsp ; & nbsp ; & nbsp ; ,b4acd366jw1eqy0ydqjn2j20rs0rsdj0         ,1
[ 兰州 拉面 ] 不能 食 南京 电视台 做 一个 作目 兰州 拉面馆 使用 拉面 剂 主要 成份 蓬 灰 这种 化学物质 含有 大量 致癌 质 - 砷 兰州 拉面 使用 这种 制剂 面粉 更 弹性 蓬 灰 倒入 纸杯 会 出现 氧化 拉面 剂 溶液 倒 光滑 地板 会 出现 更 恐怖 现象 ,bed810fcjw1e36czjdgn5j         ,1
妇幼保健 院 提示 请 不要 宝宝 喝 爽歪歪 添加剂 牛奶 饮料 告诉 家里 小孩 朋友 刚看 新闻 旺仔 牛奶 可口可乐 爽歪歪 娃哈哈 AD 钙奶 多美滋 雅培 美汁 源果 粒奶 优 菠萝 味 含有 肉毒 杆菌 现在 紧急 召回 & nbsp ; & nbsp ; & nbsp ; & nbsp ; & nbsp ; & nbsp ; & nbsp ; & nbsp ; & nbsp ; & nbsp ; & nbsp ; & nbsp ; 家长 朋友 爱 孩子   就别 喝 转 ,a6486e9bjw1eqss5adhhzj20hs0npwi6         ,1
" 買 牙膏 請 留心 , 买 牙膏 时 注意 牙膏管 反面 底部 颜色 条 , 今天 知道 原来 颜色 条有 含义 尽量 选择 绿色 蓝 共分 种 : 绿 蓝 红 黑 .   绿色 : 纯天然   蓝色 : 天然 + 药物   红色 : 天然 + 化学成分   黑色 : 纯 化学  ",48697dc0jw1e5dn73rczzj208z069mxq         ,1
四川 藏区 需要 - 10 岁 小孩 衣服 鞋子 新旧 限 洗 干净 即可 地址 四川省 甘孜 藏族 石渠县 西区 长沙 贡马 乡 小学 邮编 627350   校长 达洼   15884044467 没有 合适 衣服 帮忙 转 一下 贴 一个 简单 复制 孩子 一个 幸福 明天 天冷 孩子 添加 棉衣 [ 抱拳 ] [ 抱拳 ] [ 抱拳 ] ,6d392b38jw1dzuam66kpbj         ,1
幼儿园 刚才 发 紧急通知 妇幼保健 院 提示 请 不要 宝宝 喝 爽歪歪 添加剂 牛奶 饮料 告诉 家里 小孩 朋友 旺仔 牛奶 可口可乐 爽歪歪 娃哈哈 AD 钙奶 未来 星 QQ 星 美汁 源果 粒奶 优 菠萝 味 含有 肉毒 杆菌 现在 紧急 召回 孩子 转下 & nbsp ; & nbsp ; & nbsp ; 没有 孩子 请 友情 转转 @ 湖南卫视 贴 ,636d759djw1erya5lq2qej20hs0qoq4i         ,1
" 四川 金沙江 大桥 垮 ! 官方 伤心 这桥 太 不争气 , 居然 没车 垮 ! , 以前 桥 垮 车子 压 , 千真万确 车子 压 ! 桥 质量 没有 问题 这回 没车 ! 尼玛 , 坑爹 , 太难 专家 , 地球 引力 , 干湿 差异 告诉 老百姓 , 大桥 轻信 世界末日 谣言 , 自杀 ......  ",946ba78cjw1e3rpghtw67j         ,1
温馨 提示 月 日 - 月 15 日 以下 12 机场 上海 虹桥 上海浦东 南京 杭州 合肥 济南 无锡 宁波 青岛 连云港 郑州 武汉 受 空军 高 频度 演习 活动 影响 要求 公司 航班 量 25% 进行 调减 局方 下发文件 坐飞机 必 延误 / ～ / 15 天天 军事 活动 飞机 延误 成为 一种 常态 请 最近 出行 朋友 互相 提醒 ,92a9adaejw1eum6yh0uvsj218g0xcam3         ,1
太棒了 卖狗肉 违法   国家 食品药品 监督局 11 月 日 集中 受理 狗肉 馆 举报 举报电话 12331   ． 扩散 出去 爱 狗狗 爱 动物 养狗 爱 狗 请 果断 转发 ,6ad54c01jw1ebdu7q37l5j20dc0hs75s         ,1
朋友 扬州 Party   Club 捡 一个 钱包 里面 有卡 数张 现金 一千二 左右 火车票 一张 名字 刘学伟 车票 后天 失主 请 联系 : 18118285333 帮忙 扩散 大过年 容易 扬州 朋友 帮帮忙 转转   : 润扬 中路 ,677a8c6bjw1ec7zsgu1evj20hs0dg3zk         ,1
寻人 启示 酬金 10 万元   昨天上午 阜阳市 小区业主 三岁 小女孩 锦绣 花园 小区 附近 拐走 监控 一个四十多岁 男人 抱 走 知情者 告之 酬金 10 万元 联系人 宁继春 139402929   ... ( 发自 @ 微博 桌面   O 微博 桌面 首页 ） ,0061UJiXjw1es2ecqzaloj30c8091ab6         ,1
天津 爆炸 世间 ,e3f04948jw1ev2bkg13fhj20k00k0tbs         ,1
中央电视台 焦点访谈 已经 播出   可口可乐 承认 旗下 ( 果粒 橙 ) 含有 美国 禁用 农药 「 多菌灵 」 多菌灵 可致 脑麻痺 肝脏 腫瘤 癌症 包括 香港 正在 销售 （ 果粒 橙 ） 香港 食环署 正在 了解 事件   专家 指出 （ 多菌灵 ） 农药 脑部 影响 最大 引致 局部麻痹 并会 导致 癌症 ,67e3a87ajw1e0inmf8w43j         ,1
" 2013 年 月 日 施行 :   闯红灯 , 记 分 , 罚 100 元 .   酒驾 , 记 12 分 年内 考取 驾照 .   不系 安全带 , 记 分 , 罚 100 .     副 驾不系 安全带 , 记 分 , 罚 50 .     行驶 中 拨打 手机 , 记 分 , 罚 100 .     行驶 中 抽烟 , 记 分 , 罚 100 .     有意 遮挡 号牌 , 记 12 分 , 顶额 处罚 .   超速 驾驶 , 记 分 .   副驾驶 不满 14 周岁 乘坐 , 记 分 , 罚 300  ",6a5934a8jw1dzio45lcz5j         ,1
新华社 报道 中国 援助 亿美元 马来西亚 修建 槟城 第二 大桥 2013 年 月 日 18 50 分 左右 中国 援外 最大 单体 工程 垮 一死 三伤 承建   单位 中国 交通 建设 股份 有限公司 发生 侧翻 哈尔滨 阳明 滩 大桥 承包商   人民日报 2013 年 月 日 看到 大桥 心里 有种 自豪感 ,5cfa37adjw1e5j1cbchyqj20r61dz7kw         ,1
马航 最新消息   号码 & nbsp ; & nbsp ; 15896699528 & nbsp ; & nbsp ; MH370 某位 乘客 号码 打通 有人 说话   充点 话费 停机   马航   : 涧 东路 ,64655b80jw1eeiw92bhixj20xc18gh5y         ,1
# 抵制 贞子 #& nbsp ; & nbsp ; & nbsp ; 日本 拍 贞子 3D 月 12 日 中国 大陆 上映 月 12 日 南京大屠杀 纪念日 汶川 地震 周年 请 月 13 号 一定 进影院 一起 贞子 票房 零 做 努力 ,cbff7158jw1ereiuswhd7j20gv0u0t9w         ,1
张海迪 国籍 天涯 微博 @ 随缘 草鸣   公安 内部资料 户口 山东 青岛 迁出 迁往 地是 日本 大阪 评 古人云 苟 富贵 相忘 现在 倒好 张海迪 全党 全国 人民 无数 双手 捧 起来 曾经 一代人 心中 楷模 英雄 偶像 残疾人 高官 享 厚禄 拍 屁股 外逃 真无语 @ 谷凯 @ 梓小牧 ,7cc550e5gw1dz03xp1euoj         ,1
" 政治 獻媚 表態 效忠 ! !   雅安 總 人口 153 萬 三星 . 蘋果 . 富士康 . 加多宝 . 家 公司 總共 捐款 加起 來 億 6000 萬 平均分 給每個 247 萬 左右 想問 :   錢 給 老百姓 們 錢 每人 247 萬 , 還在 缺物資 缺錢 ~ ! !  ",6ab5e2ffgw1e4dx5o8l8wj20nf0b7di2         ,1
（ 转发 ） 一位 徐敬 女孩 21 岁 请 速回 雅安 水城县 人民 医院 妈妈 伤 严重 想见 最后 一面 爸爸 号码 15193383486 爱心 接力 ,a089fe7fjw1e3wdsd71n9j20hs0vkq3q         ,1
分享 图片 临武 县委 副 书记 县长 贺 遵庆 个人资料 简历 两句 在职 研究生 学历 维稳学 硕士学位 — — 不看 知道 竟然 一门 学科 维稳学 硕士学位 真 长见识了 社会 发展 估计 还会 城管 博士 截访学 教授 拆迁 学院 士 ..... ,9081408ftw1e6rdbglk9ij20cm0fidhs         ,1
# 遛 遛 萌图 #   尼玛 动物   虐狗 女 资料 姓名 丁月卉 手机号 18920614287   地址 天津市 河北区 南口 路兰 景园 小区 - 号楼 - 门 201 室   生日 1983 年   01 月 01 日   学历   就职 单位 天津 财经大学   职位   O 下载 遛 遛 ,820fb894jw1et1m00p520j20j60j6abd         ,1
